headline,category
I want to play the T20 World Cup and finish there: David Warner drops retirement hint after playing in 100th T20I in match vs West Indies,sport
"U-19 World Cup: From Rewa, Saumy Pandey, the boy who could be the next Ravindra Jadeja",sport
"Day before hundred, Prithvi Shaw wondered: “How would my comeback journey be? Will it begin on a good note?”",sport
"SL vs AFG: Pathum Nissanka becomes first Sri Lanka batter to score ODI double century, breaks Sanath Jayasuria’s 24-year-old record",sport
"WATCH: Angry at fan, Cristiano Ronaldo’s obscene gesture with Al-Hilal shirt after losing Riyadh Season Cup",sport
"Ahead of U-19 World Cup final against AUS, pacer Naman Tiwary says Jasprit Bumrah is an inspiration",sport
"WPL 2024 Schedule: Check full fixtures, teams, format and squads for Women’s Premier League 2nd edition",sport
‘Stop tarnishing my wife’s image’: Angry Ravindra Jadeja lashes out at his father,sport
England will not win the series if they bat the way they did in Visakhapatnam: Michael Vaughan,sport
"Shreyas Iyer complains of stiff back and groin pain, likely to miss last three Tests",sport
Mohammed Shami on Jai Shri Ram chants: ‘What’s the problem …. say it 1000 times’,sport
‘I shared a false information’: AB de Villiers on Virat Kohli and Anushka Sharma expecting their second child,sport
Watch: Undertaker’s surprise appearance and Cristiano Ronaldo’s theatrics after Lionel Messi’s chants during Riyadh Season Cup tie,sport
Badminton: How two talented Indian singles players are coming together for an unlikely Paris push in mixed doubles,sport
"In huge shakeup, football referees will now be able to brandish blue cards: Report",sport
"Mohammed Shami opens up on the World Cup Sajdah controversy: ‘Mai kisi se nahi darta….if I wanted to do it, I would have’",sport
Ali Raza: From bowling with torn shoes in Sheikhpura to almost taking Pakistan to the U-19 World Cup final,sport
Magnus Carlsen takes on Ding Liren in a radical ‘freestyle chess’ format for 1st time after giving up crown,sport
Paris 2024: Here’s how medal winners at Olympics & Paralympics get to take home a piece of the Eiffel Tower,sport
Why Shreyas Iyer is living on borrowed time in the England series,sport
"After a few quiet years, does Deepak Chahar have a chance to make the T20 World Cup squad?",sport
"Kohli vs Anderson is the only thing missing from the IND-ENG Test series, says Nasser Hussain",sport
IPL 2024: MS Dhoni uses special sticker on cricket bat as he hits nets ahead of new season,sport
"‘Every time I pray, he is so respectful:’ Rehan Ahmed all praise for Ben Stokes being appreciative of his Islamic faith",sport
Messi-China controversy: Why are Chinese fans angry with Argentina’s World Cup winning captain?,sport
"Pakistan vs Australia Highlights, U19 World Cup 2024 Semi-Final: Ali Raza’s 4-wicket haul in vain as AUS defeat PAK by 1 wicket, will meet IND in the final",sport
"IND vs ENG: Virat Kohli set to miss 3rd Test, but window remains open for his return in 4th and 5th Tests",sport
FIH Pro League: Three defeats in three for Indian women’s hockey team as their poor run continues,sport
"SL vs AFG: Pathum Nissanka becomes first Sri Lanka batter to score ODI double century, breaks Sanath Jayasuria’s 24-year-old record",sport
"WATCH: Angry at fan, Cristiano Ronaldo’s obscene gesture with Al-Hilal shirt after losing Riyadh Season Cup",sport
"Ahead of U-19 World Cup final against AUS, pacer Naman Tiwary says Jasprit Bumrah is an inspiration",sport
"WPL 2024 Schedule: Check full fixtures, teams, format and squads for Women’s Premier League 2nd edition",sport
‘Stop tarnishing my wife’s image’: Angry Ravindra Jadeja lashes out at his father,sport
England will not win the series if they bat the way they did in Visakhapatnam: Michael Vaughan,sport
"Shreyas Iyer complains of stiff back and groin pain, likely to miss last three Tests",sport
Mohammed Shami on Jai Shri Ram chants: ‘What’s the problem …. say it 1000 times’,sport
‘I shared a false information’: AB de Villiers on Virat Kohli and Anushka Sharma expecting their second child,sport
Watch: Undertaker’s surprise appearance and Cristiano Ronaldo’s theatrics after Lionel Messi’s chants during Riyadh Season Cup tie,sport
Badminton: How two talented Indian singles players are coming together for an unlikely Paris push in mixed doubles,sport
"In huge shakeup, football referees will now be able to brandish blue cards: Report",sport
"Mohammed Shami opens up on the World Cup Sajdah controversy: ‘Mai kisi se nahi darta….if I wanted to do it, I would have’",sport
Ali Raza: From bowling with torn shoes in Sheikhpura to almost taking Pakistan to the U-19 World Cup final,sport
Magnus Carlsen takes on Ding Liren in a radical ‘freestyle chess’ format for 1st time after giving up crown,sport
Paris 2024: Here’s how medal winners at Olympics & Paralympics get to take home a piece of the Eiffel Tower,sport
Why Shreyas Iyer is living on borrowed time in the England series,sport
"After a few quiet years, does Deepak Chahar have a chance to make the T20 World Cup squad?",sport
"Kohli vs Anderson is the only thing missing from the IND-ENG Test series, says Nasser Hussain",sport
IPL 2024: MS Dhoni uses special sticker on cricket bat as he hits nets ahead of new season,sport
"‘Every time I pray, he is so respectful:’ Rehan Ahmed all praise for Ben Stokes being appreciative of his Islamic faith",sport
Messi-China controversy: Why are Chinese fans angry with Argentina’s World Cup winning captain?,sport
"Pakistan vs Australia Highlights, U19 World Cup 2024 Semi-Final: Ali Raza’s 4-wicket haul in vain as AUS defeat PAK by 1 wicket, will meet IND in the final",sport
"IND vs ENG: Virat Kohli set to miss 3rd Test, but window remains open for his return in 4th and 5th Tests",sport
FIH Pro League: Three defeats in three for Indian women’s hockey team as their poor run continues,sport
"Four years into Soviet Union-style chess academy, Viswanathan Anand’s students shine bright: ‘Always available for them’",sport
"Rethink period-pushing pills, reduce training intensity and alter diet during cycles: Menstrual health advice for women wrestlers",sport
‘Too many risks’: Women wrestlers encouraged to wean away from last-day fast weight loss,sport
"Playing against him, I would always think of yorker as his main threat: AB de Villiers on Jasprit Bumrah",sport
"U-19 World Cup: Inspired by Usman Khawaja, Australia’s Harjas Singh ready to take on Pakistan pace battery",sport
Brendon McCullum on Virat Kohli: ‘England look forward to the challenge of having one of the greatest players back’,sport
"Virat Kohli best batter, Rohit Sharma the most dangerous: Mohammed Shami",sport
Joe Root on the Bazball effect: ‘We don’t do team meetings anymore..it’s more authentic around a dinner table’,sport
Jasprit Bumrah becomes No.1 ranked Test bowler after heroics in Visakhapatnam vs England,sport
"IPL 2024: Ricky Ponting on Rishabh Pant’s comeback – ‘He’s very confident he’ll play every game, but…’",sport
Big Bash League: Hobart Hurricanes re-sign Nikhil Chaudhary after stellar debut season,sport
"U19 World Cup: Sachin Dhas, a gem India unearthed in Benoni",sport
U-19 World Cup: Uday Saharan leads from the front as India reach one step away from glory,sport
"Rajkot stadium to be named after Niranjan Shah, latest to be christened after a sports administrator",sport
Does Jasprit Bumrah have the best slower ball in world cricket now?,sport
A break for Jasprit Bumrah: Team India mulling when to give their biggest match winner some rest,sport
‘So many things wrong with this’: Rohit Sharma’s wife reacts to Mumbai Indians coach’s captaincy explanation,sport
"Asian Junior Masters 2024: Fighting fever and diarrhoea, Mohali’s Ojaswini Saraswat wins title in girls’ category D",sport
"India vs South Africa Highlights, U19 World Cup 2024 Semi-Final: Sachin Dhas (96) and captain Uday Saharan (81) shine as IND win by two wickets to reach final",sport
"India vs South Africa Live Streaming, U19 World Cup 2024 Semi-FInal: When and where to watch IND vs SA U19 match?",sport
After Vizag Test loss England head back to Abu Dhabi to spend time with family and play golf,sport
‘My dad said I missed out on a big one’: Shubman Gill reveals discussion with his father,sport
Raj Limbani: A swing bowler from Rann of Kutch shining in U19 World Cup,sport
"Did you hear that: Joe Root’s ‘desperation’, Ben Stokes targets DRS technology, Jasprit Bumrah’s ‘touch of genius’ and ‘relieved’ India",sport
Pakistan gets its first Grandmaster after Mian Sultan Khan given honorary title posthumously,sport
"Why wrestling lightweight Puducherry finished third at Nationals and Sikkim, Andaman fielded ‘strong’ teams",sport
IND vs ENG 2nd Test: How India tripped Bazball as it sprinted to the finish line,sport
‘He needs to play some cricket and come back’: Rahul Dravid on Ishan Kishan’s path back to Team India,sport
IND vs ENG: Bumrah stops Bazball. For now.,sport
India make massive gains in WTC rankings after defeating England in 2nd Test,sport
Jasprit Bumrah says he learnt the art of bowling yorkers by watching the masters on television as a young boy,sport
Mark Boucher explains why Mumbai Indians replaced Rohit Sharma with Hardik Pandya as captain,sport
FIFA World Cup 2026: And the final goes to… New Jersey!,sport
"India vs England Highlights, 2nd Test Day 4: IND beat ENG by 106 runs to level the series 1-1 in Visakhapatnam",sport
James Anderson says England will try and chase down target of 399 in 60 or 70 overs,sport
"After helping improve facilities for wrestlers and regaining her uncurbed enthusiasm, unstoppable Vinesh Phogat wins Nationals crown",sport
"Davis Cup, IND vs PAK: Yuki Bhambri and Saketh Myneni’s straight-sets doubles win seals India’s promotion",sport
IND vs ENG 2nd Test: India need collectivism as much as individual dazzle to win in Vizag,sport
"After her Nationals win, India’s rolling tank Anshu Malik to head to Japan to train with Akari Fujinami",sport
India vs England 2nd Test: What the hundred means to Shubman Gill,sport
Explained: Here’s why your Premier League club did not splash the cash in the January transfer window,sport
"Despite century, Shubman Gill wary of being pulled up by his father for way he was dismissed",sport
"Hans Niemann in new controversy: Banned by St Louis Chess Club for ‘damaging property, rude comments’",sport
India vs England: Before Vizag Test Shubman Gill was given ultimatum; batsman was ready for domestic grind,sport
Pakistan’s newest pace sensation: Naseem Shah’s 140 kph bowling 17-year-old brother,sport
"India vs England Highlights, 2nd Test Day 3: Zak Crawley and Rehan Ahmed unbeaten at stumps, ENG need 332 to win in Visakhapatnam",sport
"Learning from celebrated Olympic medallists, sailor Vishnu Saravanan aims at ambitious Top 10 finish at Paris Games",sport
India vs England: Jasprit Bumrah decodes the stunning yorker to dismiss Ollie Pope in Vizag Test,sport
I now have the chance to fulfil another childhood dream: Lewis Hamilton on joining Ferrari in 2025,sport
"Factionalism in states, two nationals leave wrestlers in a tizzy",sport
IND vs ENG: Kuldeep Yadav shows why he should play more regularly in Tests,sport
Ramkumar Ramanathan recovers in time against Aisam-ul-Haq Qureshi as India take 2-0 lead against Pakistan,sport
Thailand Masters Super 300: Ashmita Chaliha’s run ends in semifinal as Supanida Katethong’s attacking variety proves tough to crack,sport
"IND vs ENG: Bumrah stuns Pope with magic yorker, makes Root his bunny to leave India on top in second Test",sport
"After losing a year to protests and injury, Vinesh Phogat set for a comeback at Wrestling Nationals",sport
Stop defending the indefensible: Geoffrey Boycott asks Rohit Sharma supporters after ‘past his best’ comments,sport
"Virat Kohli expecting the birth of his second child, confirms AB de Villiers",sport
Why do we need to prepare turning tracks in India: Sourav Ganguly gives his thoughts about playing on ‘good wickets’,sport
